Intent,Query,Response
sakec.agent.update.link.230,SAKEC Congratulates Students Placed in CodeArray Technologies Pvt Ltd ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-codearray-technologies-pvt-ltd/
sakec.agent.update.link.231,SAKEC Congratulates Students Placed in Dolat Capital Market Pvt Ltd ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-dolat-capital/
sakec.agent.update.link.232,SAKEC Congratulates Students Placed in TCS Codevita ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-tcs-codevita/
sakec.agent.update.link.233,Placement Event 2016-17 ,https://www.shahandanchor.com/home/placement-event-2016-17/
sakec.agent.update.link.234,Placement Event 2017-18 ,https://www.shahandanchor.com/home/placement-event-2017-18/
sakec.agent.update.link.235,Placement Year 2015-16 ,https://www.shahandanchor.com/home/placement-year-2015-16/
sakec.agent.update.link.236,Placement Event 2018-19 ,https://www.shahandanchor.com/home/placement-event-2018-19/
sakec.agent.update.link.237,Placement Year 2016-17 ,https://www.shahandanchor.com/home/placement-year-2016-17/
sakec.agent.update.link.238,Placement Year 2017-18 ,https://www.shahandanchor.com/home/placement-year-2017-18/
sakec.agent.update.link.239,Placement Year 2018-19 ,https://www.shahandanchor.com/home/placement-year-2018-19/
sakec.agent.update.link.240,Placement Year 2019-20 ,https://www.shahandanchor.com/home/placement-year-2019-20/
sakec.agent.update.link.241,Workshop on National Innovation and Startup Policies : Chapter 1 ,https://www.shahandanchor.com/home/workshop-on-national-innovation-and-startup-policies-chapter-1/
sakec.agent.update.link.242,SITEMAP ,https://www.shahandanchor.com/home/sitemap/
sakec.agent.update.link.243,Computer Engineering Department ,https://www.shahandanchor.com/home/computer-department/
sakec.agent.update.link.244,Electronics Engineering Department ,https://www.shahandanchor.com/home/electronics-engineering-department/
sakec.agent.update.link.245,Information Technology Department ,https://www.shahandanchor.com/home/information-technology-department/
sakec.agent.update.link.246,Electronics and Telecommunication Engineering Department ,https://www.shahandanchor.com/home/electronics-and-telecommunication-engineering-department/
sakec.agent.update.link.247,General Science and Humanities Department ,https://www.shahandanchor.com/home/general-science-and-humanities-department/
sakec.agent.update.link.248,SAKEC Web Development Committee ,https://www.shahandanchor.com/home/sakec-web-development-committee/
sakec.agent.update.link.249,Internal Hackathon for Smart India Hackathon 2020 ,https://www.shahandanchor.com/home/internal-hackathon-for-smart-india-hackathon-2020/
sakec.agent.update.link.250,2 Days Workshop on TPP and Business Development ,https://www.shahandanchor.com/home/2-days-workshop-on-tpp-and-business-development/
sakec.agent.update.link.251,SAKEC Congratulates Students Placed in Infosys Limited ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-infosys-limited-2/
sakec.agent.update.link.252,3D Visualization and Animation on IITBombayX ,https://www.shahandanchor.com/home/3d-visualization-and-animation-on-iitbombayx/
sakec.agent.update.link.253,IETE SAKEC INDUSTRIAL VISIT 2020 ,https://www.shahandanchor.com/home/iete-sakec-industrial-visit-2020/
sakec.agent.update.link.254,Industrial Visit and Training Program to GCV Life Pvt Ltd ,https://www.shahandanchor.com/home/industrial-visit-and-training-program-to-gcv-life-pvt-ltd/
sakec.agent.update.link.255,“Ethical Hacking & IT Security” ,https://www.shahandanchor.com/home/ethical-hacking-it-security/
sakec.agent.update.link.256,Opportunity to work with BLP ,https://www.shahandanchor.com/home/opportunity-to-work-with-blp/
sakec.agent.update.link.257,Internship at ETmantra eLearning Solutions Pvt Ltd ,https://www.shahandanchor.com/home/oppourtunity-to-work-with-etmantra-elearning-solutions-pvt-ltd/
sakec.agent.update.link.258,Opportunity to work with RotiBank Mumbai ,https://www.shahandanchor.com/home/opportunity-to-work-with-rotibank-mumbai/
sakec.agent.update.link.259,Opportunity to work with GCV LIFE PVT LTD ,https://www.shahandanchor.com/home/opportunity-to-work-with-gcv-life-pvt-ltd/
sakec.agent.update.link.260,Programs Offered ,https://www.shahandanchor.com/home/programs-offered/
sakec.agent.update.link.261,,https://www.shahandanchor.com/home/7980-2/
sakec.agent.update.link.262,Hands-on Session on Patent and Copyright filing ,https://www.shahandanchor.com/home/7982-2/
sakec.agent.update.link.263,AWS & DOCKER ,https://www.shahandanchor.com/home/aws-docker/
sakec.agent.update.link.264,Introduction to RedHat Linux ,https://www.shahandanchor.com/home/introduction-to-redhat-linux/
sakec.agent.update.link.265,Leadership ,https://www.shahandanchor.com/home/leadership/
sakec.agent.update.link.266,Pathway Towards Product Development ,https://www.shahandanchor.com/home/pathway-towards-product-development/
sakec.agent.update.link.267,BEACH CLEAN-UP DRIVE at CHARNI ROAD CHOWPATTY ,https://www.shahandanchor.com/home/beach-clean-up-drive-at-charni-road-chowpatty/
sakec.agent.update.link.268,Internship opportunity at Creative Finserve Pvt Ltd ,https://www.shahandanchor.com/home/internship-opportunity-at-creative-finserve-pvt-ltd/
sakec.agent.update.link.269,Patent Filing ,https://www.shahandanchor.com/home/8039-2/
sakec.agent.update.link.270,SAMPARKA - 2020 ,https://www.shahandanchor.com/home/samparka-2020/
sakec.agent.update.link.271,Project Launch of Engineering Physics-I & Engineering Physics-II App ,https://www.shahandanchor.com/home/project-launch-of-physics-i-physics-ii-app/
sakec.agent.update.link.272,Career guidance session ,https://www.shahandanchor.com/home/career-guidance-session/
sakec.agent.update.link.273,TALK on Ethical Hacking & Cyber Security ,https://www.shahandanchor.com/home/ted-talk-on-ethical-hacking-cyber-security/
sakec.agent.update.link.274,DIGITAL FORENSICS ,https://www.shahandanchor.com/home/digital-forensics/
sakec.agent.update.link.275,Cryptocurrency ,https://www.shahandanchor.com/home/cryptocurrency/
sakec.agent.update.link.276,Campus Recruitment Process ( CRP) of Infosys Limited for 2021 Batch ,https://www.shahandanchor.com/home/campus-recruitment-process-crp-of-infosys-limited-for-2021-batch/
sakec.agent.update.link.277,Overseas Education ,https://www.shahandanchor.com/home/overseas-education-2/
sakec.agent.update.link.278,"IIT Bombay, e-Yantra: Online Certified Course in Embedded Systems and Robotics ",https://www.shahandanchor.com/home/iit-bombay-e-yantra-online-certified-course-in-embedded-systems-and-robotics/
sakec.agent.update.link.279,"Opportunity to participate in ""The FAIR Project"" ",https://www.shahandanchor.com/home/opportunity-to-participate-in-the-f-a-i-r-project/
sakec.agent.update.link.280,Food Fiesta ,https://www.shahandanchor.com/home/food-fiesta-2/
sakec.agent.update.link.281,Skinzy Software Solutions Pvt Ltd ,https://www.shahandanchor.com/home/skinzy-software-solutions-pvt-ltd/
sakec.agent.update.link.282,Seminar on Data science and Cyber Security ,https://www.shahandanchor.com/home/seminar-on-data-science-and-cyber-security/
sakec.agent.update.link.283,GATE Mock test ,https://www.shahandanchor.com/home/gate-mock-test/
sakec.agent.update.link.284,Workshop on PCB Designing ,https://www.shahandanchor.com/home/workshop-on-pcb-designing/
sakec.agent.update.link.285,CERN openlab Summer Student Programme ,https://www.shahandanchor.com/home/cern-openlab-summer-student-programme/
sakec.agent.update.link.286,World Trade Centers Association Foundation (WTCAF) Peace through Trade Award ,https://www.shahandanchor.com/home/8095-2/
sakec.agent.update.link.287,Internship Opportunity at 39 Innovative Ideas Futuristic Solutions – 39 IIFS ,https://www.shahandanchor.com/home/internship-opportunity-at-39-innovative-ideas-futuristic-solutions-39-iifs/
sakec.agent.update.link.288,Internships for 1st-year students in reputed organisations by Internshala ,https://www.shahandanchor.com/home/internships-for-1st-year-students-in-reputed-organisations-by-internshala/
sakec.agent.update.link.289,Gate:Tips and Tricks ,https://www.shahandanchor.com/home/gatetips-and-tricks/
sakec.agent.update.link.290,SAKEC join Hands with Azerbaijan Technical University (AzTU) ,https://www.shahandanchor.com/home/sakec-join-hands-with-azerbaijan-technical-university-aztu/
sakec.agent.update.link.291,SHARK TANK ,https://www.shahandanchor.com/home/shark-tank/
sakec.agent.update.link.292,Internship Opportunity at Abhay Techsolutions ,https://www.shahandanchor.com/home/internship-opportunity-at-abhay-techsolutions/
sakec.agent.update.link.293,International certification course “Cyber Security and Ethical Hacking Specialist” ,https://www.shahandanchor.com/home/international-certification-course-cyber-security-and-ethical-hacking/
sakec.agent.update.link.294,Hands-on workshop and Competition on Robotics ,https://www.shahandanchor.com/home/hands-on-workshop-and-competition-on-robotics-2/
sakec.agent.update.link.295,Congratulations Mr Shrikant Naidu for 10th AEGIS GRAHAM BELL AWARD NATIONAL TALENT HUNT ,https://www.shahandanchor.com/home/congratulations-mr-shrikant-naidu-for-10th-aegis-graham-bell-award-national-talent-hunt/
sakec.agent.update.link.296,FDP on Business 40 by TCS ,https://www.shahandanchor.com/home/fdp-on-business-4-0-by-tcs/
sakec.agent.update.link.297,Summer Faculty Research Fellow Programme ( SFRF) ,https://www.shahandanchor.com/home/summer-faculty-research-fellow-programme-sfrf-i/
sakec.agent.update.link.298,Internship Opportunity from Innovation for Defence Excellence (iDEX) ,https://www.shahandanchor.com/home/internship-from-idex/
sakec.agent.update.link.299,"Look Your Best , Feel Even Better! ",https://www.shahandanchor.com/home/acm-w-grooming-session/
sakec.agent.update.link.300,Mandatory Disclosure 2018-19 ,https://www.shahandanchor.com/home/mandatory-disclosure-2018-19/
sakec.agent.update.link.301,CERN openlab Summer Student Programme ,https://www.shahandanchor.com/home/cern-openlab-summer-student-programme-2/
sakec.agent.update.link.302,A tribute to the eminent personality Shri Keshavjibhai Chhadva ,https://www.shahandanchor.com/home/a-tribute-to-the-eminent-personality-shri-keshavjibhai-chhadva/
sakec.agent.update.link.303,SAKEC Congratulates Students Placed in PaperPlane Solution ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-paperplane-solution/
sakec.agent.update.link.304,SAKEC Congratulates Students Placed in Allerin Technology ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-allerin-technology/
sakec.agent.update.link.305,SAKEC Congratulates Students Placed in Paycraft Solutions Pvt Ltd ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-paycraft-solutions-pvt-ltd/
sakec.agent.update.link.306,SAKEC Congratulates Students Placed in Atos Syntel ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-atos-syntel/
sakec.agent.update.link.307,e-Sessions by MHRD Innovation Counncil ,https://www.shahandanchor.com/home/e-sessions-by-mhrd-innovation-counncil/
sakec.agent.update.link.308,Coursera for Campus ,https://www.shahandanchor.com/home/coursera-for-campus-2/
sakec.agent.update.link.309,SAKEC Congratulates Students Placed in Nexus Techno Solution Pvt Ltd ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-nexus-techno-solution-pvt-ltd/
sakec.agent.update.link.310,Register today | SIH 2020 |Our partner Intel brings you FREE Recorded & Live Training Sessions ,https://www.shahandanchor.com/home/register-today-sih-2020-our-partner-intel-brings-you-free-recorded-live-training-sessions/
sakec.agent.update.link.311,Leadership Talk with Mr Abhishek Suryavanshi ,https://www.shahandanchor.com/home/leadership-talk-with-mr-abhishek-suryavanshi/
sakec.agent.update.link.312,Campus Hackathon by IIC 20 ,https://www.shahandanchor.com/home/campus-hackathon-by-iic-2-0/
sakec.agent.update.link.313,5G Hackathon ,https://www.shahandanchor.com/home/5g-hackathon/
sakec.agent.update.link.314,Leadership Talk with Prof Anil D Sahasrabudhe ,https://www.shahandanchor.com/home/leadership-talk-with-prof-anil-d-sahasrabudhe/
sakec.agent.update.link.315,Leadership Talk with Dr Partha Chakrabory ,https://www.shahandanchor.com/home/8465-2/
sakec.agent.update.link.316,Leadership talk with Mr Abhishek Singh ,https://www.shahandanchor.com/home/leadership-talk-with-mr-abhishek-singh-2/
sakec.agent.update.link.317,"MHRD Mega online challenge, ""Samadhan"" ",https://www.shahandanchor.com/home/mhrd-mega-online-challenge-samadhan/
sakec.agent.update.link.318,Introduction - PCB Design ,https://www.shahandanchor.com/home/introduction-pcb-design/
sakec.agent.update.link.319,Leadership Talk Series ,https://www.shahandanchor.com/home/leadership-talk-series/
sakec.agent.update.link.320,,https://www.shahandanchor.com/home/8496-2/
sakec.agent.update.link.321,Self Defence Workshop ,https://www.shahandanchor.com/home/self-defence-workshop/
sakec.agent.update.link.322,Amazon Web Services ,https://www.shahandanchor.com/home/amazon-web-services/
sakec.agent.update.link.323,SAKEC join Hands with TISS ,https://www.shahandanchor.com/home/sakec-join-hands-with-tiss/
sakec.agent.update.link.324,Opportunity to work with DFF ,https://www.shahandanchor.com/home/opportunity-to-work-with-dff/
sakec.agent.update.link.325,Revolux Solutions Private Limited Internship ,https://www.shahandanchor.com/home/revolux-solutions-private-limited-internship/
sakec.agent.update.link.326,"Industrial Visit to ""e-Infochips Pvt Ltd"" ",https://www.shahandanchor.com/home/8359-2/
sakec.agent.update.link.327,Hands-on Workshop on Python & Django Web Frameworks ,https://www.shahandanchor.com/home/hands-on-workshop-on-python-django-web-frameworks/
sakec.agent.update.link.328,Visit to the incubation center of SPIT ,https://www.shahandanchor.com/home/visit-to-the-incubation-center-of-spit/
sakec.agent.update.link.329,Hands-on e-Yantra Robot programming Workshop ,https://www.shahandanchor.com/home/hands-on-e-yantra-robot-programming-workshop/
sakec.agent.update.link.330,SAKEC joins hands with STAR Certification ,https://www.shahandanchor.com/home/sakec-joins-hands-with-star-certification/
sakec.agent.update.link.331,Alumni Testimonials ,https://www.shahandanchor.com/home/alumni-testimonials/
sakec.agent.update.link.332,Recruiters ,https://www.shahandanchor.com/home/recruiters/
